
"TS007B - Age by broad age bands"
"ONS Crown Copyright Reserved [from Nomis on 6 January 2026]"
"Date       :","2021"

"2021 super output area - lower layer","mnemonic","Aged 16 to 19 years","Aged 20 to 24 years"
"Tower Hamlets 011A","E01004207",4.1,9.5
"Tower Hamlets 011B","E01004209",6.1,8.9
"Tower Hamlets 011D","E01004212",5.3,15.9
"Tower Hamlets 011F","E01032787",5.2,10.8
"Tower Hamlets 012A","E01004240",7.1,11.2
"Tower Hamlets 012B","E01004241",7.4,8.6
"Tower Hamlets 012D","E01004267",4.3,9.8
"Tower Hamlets 012E","E01004268",4.5,7.9
"Tower Hamlets 012F","E01035671",5.0,8.8
"Tower Hamlets 012G","E01035672",6.3,10.6
"Tower Hamlets 012H","E01035673",5.0,11.0
"Tower Hamlets 013A","E01004205",4.9,9.5
"Tower Hamlets 013B","E01004206",4.8,10.5
"Tower Hamlets 013C","E01004208",2.7,14.9
"Tower Hamlets 013D","E01004211",2.1,11.5
"Tower Hamlets 014B","E01004270",4.0,16.6
"Tower Hamlets 014C","E01004271",4.4,8.0
"Tower Hamlets 014D","E01004272",5.5,9.6
"Tower Hamlets 014F","E01035674",5.0,7.3
"Tower Hamlets 014G","E01035675",4.8,16.0
"Tower Hamlets 014H","E01035676",4.5,9.3
"Tower Hamlets 014I","E01035677",6.0,8.8
"Tower Hamlets 015A","E01004306",4.8,11.4
"Tower Hamlets 015B","E01004307",6.2,21.2
"Tower Hamlets 015C","E01004308",4.0,11.5
"Tower Hamlets 015D","E01004309",5.9,14.9
"Tower Hamlets 015E","E01004310",3.2,12.5
"Tower Hamlets 016A","E01004283",5.4,13.0
"Tower Hamlets 016B","E01004287",4.9,6.8
"Tower Hamlets 016C","E01004289",7.0,13.3
"Tower Hamlets 016D","E01004290",3.7,10.4
"Tower Hamlets 017A","E01004322",8.1,12.6
"Tower Hamlets 017B","E01004323",3.7,10.1
"Tower Hamlets 017C","E01004324",5.5,12.4
"Tower Hamlets 017D","E01004326",3.9,11.9
"Tower Hamlets 018A","E01004245",5.3,14.4
"Tower Hamlets 018C","E01004248",7.3,7.7
"Tower Hamlets 018D","E01004249",5.8,7.9
"Tower Hamlets 018E","E01035678",6.5,7.6
"Tower Hamlets 018F","E01035679",5.1,10.2
"Tower Hamlets 019C","E01004286",5.7,9.3
"Tower Hamlets 019D","E01004288",5.1,9.3
"Tower Hamlets 019E","E01035680",5.3,7.8
"Tower Hamlets 019F","E01035681",5.9,8.8
"Tower Hamlets 019G","E01035682",4.8,11.2
"Tower Hamlets 019H","E01035683",8.3,12.1
"Tower Hamlets 020A","E01004243",11.8,4.8
"Tower Hamlets 020B","E01004244",6.7,13.6
"Tower Hamlets 020C","E01004247",5.0,8.1
"Tower Hamlets 020E","E01035684",7.8,9.3
"Tower Hamlets 020F","E01035685",5.1,6.4
"Tower Hamlets 021A","E01004319",5.5,11.9
"Tower Hamlets 021C","E01004321",4.2,11.7
"Tower Hamlets 021F","E01032767",2.0,20.4
"Tower Hamlets 021G","E01035686",4.0,20.4
"Tower Hamlets 021H","E01035687",11.4,17.4
"Tower Hamlets 021I","E01035688",9.0,30.1
"Tower Hamlets 021J","E01035689",5.5,12.7
"Tower Hamlets 022A","E01004298",4.9,8.9
"Tower Hamlets 022B","E01004300",5.7,9.2
"Tower Hamlets 022C","E01004304",5.7,12.9
"Tower Hamlets 022D","E01004305",5.1,8.3
"Tower Hamlets 023A","E01004251",4.3,8.5
"Tower Hamlets 023C","E01004255",4.7,8.4
"Tower Hamlets 023D","E01004258",2.2,6.4
"Tower Hamlets 023E","E01035690",4.6,13.1
"Tower Hamlets 023F","E01035691",2.5,10.8
"Tower Hamlets 024C","E01004256",4.9,8.9
"Tower Hamlets 024D","E01004257",7.1,9.0
"Tower Hamlets 024E","E01035692",4.6,8.0
"Tower Hamlets 024F","E01035693",3.6,10.0
"Tower Hamlets 024G","E01035694",5.0,9.2
"Tower Hamlets 024H","E01035695",5.4,9.1
"Tower Hamlets 025B","E01004301",5.0,10.7
"Tower Hamlets 025C","E01004302",5.4,8.6
"Tower Hamlets 025D","E01004303",5.1,9.4
"Tower Hamlets 025E","E01032768",0.8,6.1
"Tower Hamlets 025F","E01032769",2.0,7.8
"Tower Hamlets 026A","E01004292",1.6,9.0
"Tower Hamlets 026C","E01004295",4.3,8.4
"Tower Hamlets 026D","E01004296",3.3,8.7
"Tower Hamlets 026E","E01035696",2.5,9.6
"Tower Hamlets 026F","E01035697",2.7,11.1
"Tower Hamlets 027A","E01004291",2.5,7.0
"Tower Hamlets 027B","E01004293",1.4,7.8
"Tower Hamlets 027C","E01004297",1.4,5.0
"Tower Hamlets 030A","E01004214",5.3,8.3
"Tower Hamlets 030B","E01004216",3.9,7.9
"Tower Hamlets 030C","E01004217",3.2,8.0
"Tower Hamlets 030D","E01004218",3.1,8.0
"Tower Hamlets 031A","E01004274",3.8,10.1
"Tower Hamlets 031B","E01004275",4.6,7.2
"Tower Hamlets 031C","E01004276",1.2,7.6
"Tower Hamlets 031D","E01004281",3.3,8.8
"Tower Hamlets 031F","E01032775",1.8,4.7
"Tower Hamlets 031G","E01032783",3.1,11.1
"Tower Hamlets 032A","E01004280",4.2,8.5
"Tower Hamlets 032B","E01032770",2.1,11.1
"Tower Hamlets 032C","E01032772",4.5,13.8
"Tower Hamlets 032E","E01032774",4.7,7.9
"Tower Hamlets 032F","E01035698",1.5,9.3
"Tower Hamlets 032G","E01035699",4.8,12.5
"Tower Hamlets 033A","E01004277",3.8,5.4
"Tower Hamlets 033B","E01032771",3.2,13.9
"Tower Hamlets 033C","E01032781",3.9,7.5
"Tower Hamlets 033D","E01032782",4.2,13.0
"Tower Hamlets 034D","E01032776",3.3,11.1
"Tower Hamlets 034A","E01035700",1.3,15.9
"Tower Hamlets 034B","E01035701",1.7,16.8
"Tower Hamlets 034C","E01035702",5.4,10.6
"Tower Hamlets 035B","E01004219",5.1,9.3
"Tower Hamlets 035A","E01032777",2.9,9.2
"Tower Hamlets 035C","E01032779",1.9,9.5
"Tower Hamlets 035D","E01032780",2.7,9.6
"Tower Hamlets 036A","E01004221",3.0,9.9
"Tower Hamlets 036B","E01035703",3.0,30.5
"Tower Hamlets 036C","E01035704",6.8,23.4
"Tower Hamlets 036D","E01035705",4.7,8.1
"Tower Hamlets 036E","E01035706",2.9,7.8
"Waltham Forest 001A","E01004349",4.8,5.7
"Waltham Forest 001B","E01004350",4.0,5.0
"Waltham Forest 001C","E01004351",3.3,5.0
"Waltham Forest 001D","E01004356",4.7,6.0
"Waltham Forest 001E","E01004357",6.3,7.5
"Waltham Forest 002A","E01004352",3.0,4.7
"Waltham Forest 002B","E01004353",3.5,4.6
"Waltham Forest 002C","E01004354",3.9,4.9
"Waltham Forest 002D","E01004358",3.3,4.8
"Waltham Forest 002E","E01004359",5.0,5.8
"Waltham Forest 003A","E01004384",5.5,5.3
"Waltham Forest 003B","E01004385",4.9,6.3
"Waltham Forest 003C","E01004386",2.9,5.1
"Waltham Forest 003D","E01004389",4.4,4.9
"Waltham Forest 003E","E01004390",5.5,5.2
"Waltham Forest 004A","E01004355",4.6,4.3
"Waltham Forest 004B","E01004360",4.5,5.2
"Waltham Forest 004C","E01004413",3.8,4.3
"Waltham Forest 004D","E01004415",4.6,5.7
"Waltham Forest 004E","E01004416",4.2,4.4
"Waltham Forest 005A","E01004361",3.4,5.3
"Waltham Forest 005B","E01004414",4.5,5.1
"Waltham Forest 005C","E01004417",3.9,4.2
"Waltham Forest 005D","E01004451",4.9,6.4
"Waltham Forest 005E","E01004452",4.2,5.1
"Waltham Forest 006A","E01004450",4.9,5.7
"Waltham Forest 006B","E01004453",3.1,5.1
"Waltham Forest 006C","E01004454",4.9,5.0
"Waltham Forest 006D","E01004455",5.0,5.7
"Waltham Forest 006E","E01004456",7.4,7.8
"Waltham Forest 007A","E01004379",3.0,5.4
"Waltham Forest 007B","E01004380",6.7,7.6
"Waltham Forest 007C","E01004381",4.6,5.3
"Waltham Forest 007D","E01004383",5.2,6.0
"Waltham Forest 007E","E01004387",4.9,4.7
"Waltham Forest 007F","E01004388",3.2,3.6
"Waltham Forest 008A","E01004343",4.3,5.5
"Waltham Forest 008B","E01004344",6.1,5.2
"Waltham Forest 008C","E01004382",6.0,6.3
"Waltham Forest 008D","E01004418",4.6,4.8
"Waltham Forest 008E","E01004419",4.3,4.2
"Waltham Forest 009A","E01004398",6.3,8.5
"Waltham Forest 009B","E01004399",6.8,7.7
"Waltham Forest 009C","E01004400",4.4,5.2
"Waltham Forest 009D","E01004402",4.5,6.7
"Waltham Forest 009E","E01004403",5.3,4.7
"Waltham Forest 010A","E01004345",4.1,5.0
"Waltham Forest 010B","E01004348",4.4,5.5
"Waltham Forest 010C","E01004377",5.3,5.3
"Waltham Forest 010D","E01004378",3.8,6.9
"Waltham Forest 011A","E01004342",5.2,5.6
"Waltham Forest 011B","E01004346",5.9,6.0
"Waltham Forest 011C","E01004347",3.1,3.4
"Waltham Forest 011D","E01004460",3.7,5.0
"Waltham Forest 011E","E01004462",2.7,3.7
"Waltham Forest 012A","E01004396",3.6,5.3
"Waltham Forest 012B","E01004457",3.4,5.0
"Waltham Forest 012C","E01004458",5.0,4.7
"Waltham Forest 012D","E01004459",8.2,7.6
"Waltham Forest 012E","E01004463",3.2,3.7
"Waltham Forest 013A","E01004407",5.8,7.3
"Waltham Forest 013B","E01004410",3.7,4.3
"Waltham Forest 013C","E01004464",4.2,5.3
"Waltham Forest 013D","E01004469",8.6,5.8
"Waltham Forest 013E","E01004470",5.8,5.5
"Waltham Forest 013F","E01004471",4.3,5.6
"Waltham Forest 014A","E01004391",5.1,6.5
"Waltham Forest 014B","E01004393",3.9,4.9
"Waltham Forest 014C","E01004401",3.5,3.8
"Waltham Forest 014D","E01004404",5.8,5.2
"Waltham Forest 014F","E01034485",3.7,4.5
"Waltham Forest 014G","E01034486",6.2,10.8
"Waltham Forest 015A","E01004412",2.6,4.8
"Waltham Forest 015B","E01004465",3.8,3.9
"Waltham Forest 015C","E01004466",2.4,4.3
"Waltham Forest 015D","E01004467",4.5,5.0
"Waltham Forest 015E","E01004468",3.8,3.2
"Waltham Forest 016A","E01004406",2.4,6.4
"Waltham Forest 016B","E01004408",4.1,4.3
"Waltham Forest 016C","E01004409",1.8,4.6
"Waltham Forest 016D","E01004411",2.6,5.0
"Waltham Forest 016E","E01004443",3.7,5.7
"Waltham Forest 016F","E01004447",3.5,3.7
"Waltham Forest 017A","E01004392",3.1,4.7
"Waltham Forest 017B","E01004394",3.8,5.7
"Waltham Forest 017C","E01004397",4.3,5.2
"Waltham Forest 017D","E01004444",4.8,5.4
"Waltham Forest 017E","E01004446",2.9,3.8
"Waltham Forest 018A","E01004395",3.1,5.2
"Waltham Forest 018B","E01004421",4.7,6.9
"Waltham Forest 018C","E01004445",4.4,6.8
"Waltham Forest 018D","E01004448",4.2,4.5
"Waltham Forest 018E","E01004449",7.1,8.0
"Waltham Forest 019A","E01004363",3.2,5.9
"Waltham Forest 019B","E01004364",5.0,7.1
"Waltham Forest 019C","E01004366",4.4,6.0
"Waltham Forest 019D","E01004367",4.1,6.0
"Waltham Forest 019E","E01004368",7.1,5.5
"Waltham Forest 020A","E01004365",3.4,7.2
"Waltham Forest 020B","E01004405",4.4,5.2
"Waltham Forest 020C","E01004420",3.2,6.2
"Waltham Forest 020D","E01004423",3.5,5.1
"Waltham Forest 020H","E01034487",6.1,7.2
"Waltham Forest 020I","E01034488",8.3,6.3
"Waltham Forest 021A","E01004362",3.0,4.4
"Waltham Forest 021B","E01004436",4.4,5.6
"Waltham Forest 021C","E01004437",3.0,5.1
"Waltham Forest 021D","E01004439",2.8,5.7
"Waltham Forest 021E","E01004442",2.5,4.3
"Waltham Forest 022A","E01004422",3.6,4.8
"Waltham Forest 022B","E01004424",5.0,9.9
"Waltham Forest 022C","E01004425",4.6,3.8
"Waltham Forest 022D","E01004426",4.5,6.4
"Waltham Forest 022E","E01004427",3.4,3.8
"Waltham Forest 023A","E01004369",4.3,5.4
"Waltham Forest 023B","E01004370",2.7,4.6
"Waltham Forest 023C","E01004372",1.9,4.7
"Waltham Forest 023D","E01004432",3.9,5.3
"Waltham Forest 023E","E01004435",4.0,5.4
"Waltham Forest 024A","E01004333",5.1,7.2
"Waltham Forest 024B","E01004334",4.0,5.6
"Waltham Forest 024C","E01004438",3.0,6.2
"Waltham Forest 024D","E01004440",2.9,6.2
"Waltham Forest 024E","E01004441",3.1,4.6
"Waltham Forest 025A","E01004371",3.0,5.3
"Waltham Forest 025B","E01004373",3.5,4.9
"Waltham Forest 025C","E01004374",3.0,7.4
"Waltham Forest 025D","E01004375",3.9,5.3
"Waltham Forest 025E","E01004376",2.9,6.6
"Waltham Forest 026A","E01004336",2.4,6.1
"Waltham Forest 026B","E01004428",6.3,6.6
"Waltham Forest 026C","E01004429",3.8,6.4
"Waltham Forest 026D","E01004430",2.9,6.8
"Waltham Forest 026E","E01004434",6.3,6.7
"Waltham Forest 027A","E01004335",6.8,7.0
"Waltham Forest 027B","E01004337",4.9,6.2
"Waltham Forest 027C","E01004338",3.0,8.4
"Waltham Forest 027D","E01004339",2.7,4.7
"Waltham Forest 027E","E01004340",5.7,6.7
"Waltham Forest 027F","E01004341",4.2,10.3
"Waltham Forest 028A","E01004327",3.6,4.3
"Waltham Forest 028B","E01004328",3.5,6.6
"Waltham Forest 028C","E01004329",4.4,6.4
"Waltham Forest 028D","E01004330",3.7,5.5
"Waltham Forest 028E","E01004331",4.7,5.1
"Waltham Forest 028F","E01004332",4.2,6.9
"Wandsworth 001A","E01004560",3.2,6.1
"Wandsworth 001B","E01004566",1.6,5.1
"Wandsworth 001C","E01004582",3.2,6.3
"Wandsworth 001D","E01004583",2.3,3.7
"Wandsworth 003A","E01004539",5.8,7.2
"Wandsworth 003B","E01004540",2.2,8.3
"Wandsworth 003C","E01004577",3.1,7.8
"Wandsworth 003D","E01004584",3.7,6.8
"Wandsworth 004B","E01004579",2.5,6.8
"Wandsworth 004C","E01004580",2.3,8.5
"Wandsworth 004D","E01004581",2.1,8.4
"Wandsworth 004E","E01033099",1.9,6.2
"Wandsworth 004G","E01033133",1.1,5.1
"Wandsworth 004H","E01035488",1.6,5.2
"Wandsworth 004I","E01035489",1.8,4.6
"Wandsworth 005A","E01004565",1.6,9.2
"Wandsworth 005B","E01004590",2.8,7.6
"Wandsworth 005C","E01004591",2.2,9.4
"Wandsworth 005D","E01004592",2.9,5.9
"Wandsworth 006A","E01004604",4.2,3.7
"Wandsworth 006B","E01004605",3.0,5.0
"Wandsworth 006C","E01004606",1.2,5.3
"Wandsworth 006D","E01004607",3.5,5.2
"Wandsworth 006E","E01004608",1.9,10.7
"Wandsworth 007A","E01004535",5.3,6.2
"Wandsworth 007B","E01004537",4.0,10.0
"Wandsworth 007C","E01004538",3.7,6.7
"Wandsworth 007D","E01004541",4.7,7.2
"Wandsworth 008A","E01004534",1.9,11.5
"Wandsworth 008B","E01004536",2.9,18.0
"Wandsworth 008C","E01004552",0.7,11.0
"Wandsworth 008D","E01004585",1.3,10.6
"Wandsworth 008E","E01004588",1.5,8.4
"Wandsworth 009A","E01004554",2.8,6.2
"Wandsworth 009B","E01004556",2.7,3.2
"Wandsworth 009C","E01004586",1.2,9.8
"Wandsworth 009D","E01004587",2.1,6.5
"Wandsworth 009E","E01004589",2.0,8.4
"Wandsworth 010B","E01004511",2.0,7.7
"Wandsworth 010C","E01004602",2.5,6.0
"Wandsworth 010E","E01004609",1.9,8.5
"Wandsworth 010G","E01033135",2.0,4.1
"Wandsworth 010H","E01035490",2.0,3.9
"Wandsworth 010I","E01035491",0.6,7.0
"Wandsworth 010J","E01035492",1.2,4.1
"Wandsworth 010K","E01035493",2.7,7.9
"Wandsworth 011A","E01004506",1.7,5.5
"Wandsworth 011B","E01004638",5.9,5.0
"Wandsworth 011C","E01004639",3.2,5.1
"Wandsworth 011D","E01004640",2.4,5.7
"Wandsworth 011E","E01004641",4.1,5.5
"Wandsworth 012A","E01004508",1.7,8.2
"Wandsworth 012B","E01004510",2.1,6.4
"Wandsworth 012C","E01004514",1.4,6.0
"Wandsworth 012D","E01004515",2.3,8.8
"Wandsworth 012E","E01004551",1.7,9.1
"Wandsworth 013A","E01004568",13.9,22.6
"Wandsworth 013B","E01004574",8.7,13.2
"Wandsworth 013C","E01004575",7.6,14.0
"Wandsworth 013D","E01004576",5.7,5.7
"Wandsworth 014A","E01004500",1.8,7.6
"Wandsworth 014B","E01004501",4.4,8.5
"Wandsworth 014C","E01004503",2.9,7.4
"Wandsworth 014D","E01004505",2.1,5.6
"Wandsworth 014E","E01004507",2.7,5.6
"Wandsworth 015A","E01004553",2.0,6.5
"Wandsworth 015B","E01004557",5.3,4.4
"Wandsworth 015C","E01004558",3.4,5.6
"Wandsworth 015D","E01004559",4.3,6.7
"Wandsworth 015E","E01004619",4.6,5.2
"Wandsworth 016A","E01004572",4.4,6.6
"Wandsworth 016B","E01004642",3.5,6.3
"Wandsworth 016C","E01004643",3.5,4.7
"Wandsworth 016D","E01004644",3.9,6.2
"Wandsworth 016E","E01004645",4.3,6.5
"Wandsworth 017A","E01004477",2.4,5.5
"Wandsworth 017B","E01004478",4.1,4.9
"Wandsworth 017C","E01004479",3.2,5.2
"Wandsworth 017D","E01004550",4.0,5.3
"Wandsworth 017E","E01004555",3.6,3.8
"Wandsworth 018A","E01004494",2.0,7.0
"Wandsworth 018B","E01004513",3.0,6.0
"Wandsworth 018D","E01004601",2.6,4.6
"Wandsworth 018E","E01035494",1.2,6.0
"Wandsworth 018F","E01035495",4.9,7.4
"Wandsworth 019A","E01004493",2.4,4.8
"Wandsworth 019B","E01004512",2.7,4.7
"Wandsworth 019C","E01004620",2.2,8.0
"Wandsworth 019D","E01004621",3.5,5.5
"Wandsworth 019E","E01004623",2.3,5.5
"Wandsworth 019F","E01004627",2.6,5.3
"Wandsworth 020A","E01004499",3.2,7.0
"Wandsworth 020B","E01004502",2.3,5.5
"Wandsworth 020C","E01004504",3.5,5.4
"Wandsworth 020D","E01004594",3.0,5.4
"Wandsworth 020E","E01004596",3.2,4.4
"Wandsworth 020F","E01004629",4.1,5.1
"Wandsworth 021A","E01004472",2.2,7.1
"Wandsworth 021B","E01004474",1.5,8.1
"Wandsworth 021C","E01004476",2.2,11.8
"Wandsworth 021D","E01004542",2.4,5.7
"Wandsworth 021E","E01004544",1.9,5.2
"Wandsworth 022A","E01004628",3.1,5.4
"Wandsworth 022B","E01004630",5.7,7.1
"Wandsworth 022C","E01004631",3.7,7.1
"Wandsworth 022D","E01004633",5.9,8.1
"Wandsworth 023A","E01004569",8.5,13.7
"Wandsworth 023B","E01004570",5.5,10.0
"Wandsworth 023C","E01004571",3.6,10.1
"Wandsworth 023D","E01004573",4.9,6.4
"Wandsworth 024A","E01004495",6.2,9.8
"Wandsworth 024B","E01004496",1.6,5.0
"Wandsworth 024C","E01004497",3.3,4.5
"Wandsworth 024D","E01004622",2.1,7.8
"Wandsworth 024E","E01004624",3.7,6.2
"Wandsworth 025A","E01004593",2.4,5.3
"Wandsworth 025B","E01004595",2.1,3.7
"Wandsworth 025C","E01004597",2.8,4.4
"Wandsworth 025D","E01004598",1.2,4.6
"Wandsworth 025E","E01004599",2.6,2.6
"Wandsworth 026A","E01004473",2.1,7.4
"Wandsworth 026B","E01004475",2.5,7.1
"Wandsworth 026C","E01004480",1.0,9.7
"Wandsworth 026D","E01004483",2.3,5.9
"Wandsworth 026E","E01004484",2.3,10.1
"Wandsworth 026F","E01004486",1.5,5.6
"Wandsworth 027A","E01004543",3.2,6.5
"Wandsworth 027B","E01004545",0.7,8.0
"Wandsworth 027C","E01004546",2.3,7.4
"Wandsworth 027D","E01004549",2.5,5.5
"Wandsworth 027E","E01004625",3.3,3.8
"Wandsworth 027F","E01004626",2.5,4.1
"Wandsworth 028A","E01004632",3.3,7.1
"Wandsworth 028B","E01004634",2.6,5.5
"Wandsworth 028C","E01004635",5.1,5.8
"Wandsworth 028D","E01004636",4.5,4.6
"Wandsworth 028E","E01004637",4.2,6.8
"Wandsworth 029A","E01004481",1.6,10.6
"Wandsworth 029B","E01004488",3.4,5.7
"Wandsworth 029C","E01004547",3.4,7.0
"Wandsworth 029D","E01004548",2.4,8.9
"Wandsworth 030A","E01004482",2.4,9.4
"Wandsworth 030B","E01004485",2.0,7.3
"Wandsworth 030C","E01004487",2.6,7.0
"Wandsworth 030D","E01004489",3.2,8.0
"Wandsworth 031A","E01004490",1.7,6.1
"Wandsworth 031B","E01004491",10.0,9.2
"Wandsworth 031C","E01004492",2.6,5.7
"Wandsworth 031D","E01004498",1.3,5.0
"Wandsworth 032A","E01004532",2.6,3.9
"Wandsworth 032B","E01004611",2.5,8.7
"Wandsworth 032C","E01004612",3.7,12.7
"Wandsworth 032D","E01004618",3.1,8.8
"Wandsworth 033A","E01004531",4.6,7.7
"Wandsworth 033B","E01004533",2.9,5.0
"Wandsworth 033C","E01004610",2.3,8.6
"Wandsworth 033D","E01004613",3.0,10.7
"Wandsworth 034A","E01004614",3.0,10.0
"Wandsworth 034B","E01004615",4.3,6.6
"Wandsworth 034C","E01004616",3.0,9.3
"Wandsworth 034D","E01004617",2.8,22.0
"Wandsworth 035A","E01004525",2.8,10.2
"Wandsworth 035B","E01004526",2.1,7.5
"Wandsworth 035C","E01004527",2.8,9.5
"Wandsworth 035D","E01004528",4.2,5.5
"Wandsworth 035E","E01004529",2.0,5.9
"Wandsworth 035F","E01004530",2.4,7.1
"Wandsworth 036A","E01004516",12.2,9.9
"Wandsworth 036B","E01004518",4.9,5.4
"Wandsworth 036C","E01004519",4.2,6.7
"Wandsworth 036D","E01004520",7.8,7.9
"Wandsworth 036E","E01004523",2.5,5.0
"Wandsworth 037A","E01004517",3.3,7.9
"Wandsworth 037B","E01004521",3.4,5.9
"Wandsworth 037C","E01004522",4.3,5.8
"Wandsworth 037D","E01004524",4.3,5.4
"Wandsworth 038C","E01033098",1.8,6.3
"Wandsworth 038D","E01033132",1.1,8.1
"Wandsworth 038A","E01035496",2.6,12.5
"Wandsworth 038B","E01035497",4.4,9.0
"Wandsworth 038E","E01035498",1.6,12.8
"Wandsworth 039E","E01004563",4.3,7.4
"Wandsworth 039D","E01004564",2.5,10.1
"Wandsworth 039A","E01004567",4.4,8.1
"Wandsworth 039B","E01033100",1.9,9.7
"Wandsworth 039C","E01035499",6.0,7.9
"Westminster 001A","E01004647",2.7,5.0
"Westminster 001B","E01004649",4.0,5.5
"Westminster 001C","E01004724",4.4,7.9
"Westminster 001D","E01004730",2.6,7.2
"Westminster 002A","E01004646",5.3,11.6
"Westminster 002B","E01004648",3.1,5.8
"Westminster 002C","E01004650",3.6,4.5
"Westminster 002D","E01004710",5.1,9.8
"Westminster 002E","E01004711",5.5,5.9
"Westminster 003A","E01004651",1.3,5.7
"Westminster 003B","E01004725",3.9,8.9
"Westminster 003C","E01004726",4.3,6.2
"Westminster 003D","E01004728",2.5,7.8
"Westminster 003E","E01004729",4.2,6.2
"Westminster 004A","E01004718",4.9,7.5
"Westminster 004B","E01004719",4.8,6.7
"Westminster 004C","E01004720",4.6,6.8
"Westminster 004D","E01004721",3.9,4.8
"Westminster 004E","E01004722",6.8,10.8
"Westminster 005A","E01004674",4.2,9.4
"Westminster 005B","E01004675",5.2,7.8
"Westminster 005C","E01004677",1.5,6.3
"Westminster 005D","E01004678",7.7,8.5
"Westminster 005E","E01004679",4.8,9.1
"Westminster 005F","E01004723",4.0,8.5
"Westminster 006A","E01004676",2.2,7.5
"Westminster 006B","E01004706",1.8,6.4
"Westminster 006C","E01004707",2.5,10.2
"Westminster 006D","E01004708",1.1,9.2
"Westminster 006E","E01004756",3.6,9.4
"Westminster 007A","E01004701",2.6,4.4
"Westminster 007B","E01004703",5.6,5.4
"Westminster 007D","E01004705",2.4,5.2
"Westminster 007E","E01004709",4.9,9.4
"Westminster 007H","E01035715",1.6,6.0
"Westminster 008A","E01004659",2.5,11.5
"Westminster 008B","E01004660",3.9,11.5
"Westminster 008C","E01004712",4.3,11.8
"Westminster 008D","E01004727",2.9,9.8
"Westminster 009A","E01004670",5.7,12.0
"Westminster 009E","E01004702",6.4,10.0
"Westminster 009F","E01033598",6.3,12.5
"Westminster 009G","E01033601",5.7,10.6
"Westminster 009H","E01033602",6.7,7.9
"Westminster 009I","E01033603",3.3,11.2
"Westminster 009J","E01033604",4.8,10.9
"Westminster 009K","E01033605",6.2,11.0
"Westminster 010A","E01004754",7.5,9.7
"Westminster 010B","E01004755",4.9,7.1
"Westminster 010C","E01004757",6.1,9.5
"Westminster 010F","E01032512",6.2,7.7
"Westminster 010G","E01032513",5.0,7.9
"Westminster 011A","E01004713",2.5,7.5
"Westminster 011B","E01004714",3.7,9.8
"Westminster 011C","E01004716",2.7,6.0
"Westminster 011D","E01004717",1.7,11.6
"Westminster 011E","E01004762",2.0,8.4
"Westminster 012A","E01004657",2.0,6.0
"Westminster 012B","E01004658",6.3,16.7
"Westminster 012C","E01004661",2.8,13.3
"Westminster 012D","E01004662",1.7,10.1
"Westminster 012E","E01004663",2.9,9.7
"Westminster 013A","E01004715",5.3,15.3
"Westminster 013B","E01004763",3.2,17.2
"Westminster 013D","E01004765",3.5,15.1
"Westminster 013G","E01035716",3.0,13.9
"Westminster 014A","E01004653",3.3,7.3
"Westminster 014B","E01004654",1.6,7.1
"Westminster 014D","E01004656",2.2,10.5
"Westminster 014E","E01004760",4.8,11.4
"Westminster 014H","E01035717",2.2,7.7
"Westminster 015A","E01004680",1.6,9.3
"Westminster 015B","E01004683",3.8,9.9
"Westminster 015C","E01004684",18.8,8.2
"Westminster 015E","E01004686",3.3,11.4
"Westminster 015F","E01033593",5.8,14.1
"Westminster 015G","E01033594",3.4,18.1
"Westminster 016A","E01004681",3.5,9.9
"Westminster 016B","E01004682",5.9,20.0
"Westminster 016C","E01004694",1.5,10.6
"Westminster 016D","E01004697",1.5,7.5
"Westminster 016E","E01004700",2.3,11.6
"Westminster 017A","E01004652",1.9,11.1
"Westminster 017B","E01004693",5.6,9.0
"Westminster 017C","E01004695",2.1,18.0
"Westminster 017D","E01004696",3.5,6.3
"Westminster 017E","E01004698",3.9,10.7
"Westminster 017F","E01004699",1.7,9.3
"Westminster 018A","E01004734",2.1,13.7
"Westminster 018B","E01004735",7.3,13.7
"Westminster 018C","E01004736",10.8,17.6
"Westminster 018D","E01004761",2.9,6.1
"Westminster 019A","E01004687",4.5,7.6
"Westminster 019D","E01004690",4.7,5.0
"Westminster 019E","E01004691",4.0,9.6
"Westminster 019F","E01004692",3.4,8.3
"Westminster 019G","E01035718",25.7,15.6
"Westminster 020A","E01004731",2.2,11.3
